gameId,playId,playDescription,half,down,yardsToGo,possessionTeam,defensiveTeam,yardline_100,preSnapTeam1Score,preSnapTeam2Score,offenseFormation,receiverAlignment,playType,timeToThrow,yardsGained,penaltyYards,manZone,passer,receiver,rusher,tackler,reception,passRush1,blocker1,pressure1,sack1,passRush2,blocker2,pressure2,sack2,passRush3,blocker3,pressure3,sack3,teamPressure,videoTimestamp,Notes
2025091410,1,(Extra Point) K.Lynch pass incomplete short middle to M.Bromell.,1,,5,Light Blue,Cardinal,5,20,7,Trips,3x1,pass,3,0,,zone,K.Lynch,M.Bromell,,,0,F.Herrera,J.Riley,0,0,A.Beck,S.Sonon,0,0,,,,,0,0:12,
2025091410,2,J.Loome pass short middle to C.Dunst for 7 yards (Unknown).,1,1,10,Cardinal,Light Blue,65,20,7,Even,2x2,pass,1,7,,zone,J.Loome,C.Dunst,,Unknown,1,Unknown,A.Beck,0,0,S.Thompson,JK.Kinney,0,0,,,,,0,1:08,
2025091410,3,J.Loome pass short right to A.Beck for 12 yards (Unknown).,1,2,3,Cardinal,Light Blue,58,20,7,Even,2x2,pass,5,12,,zone,J.Loome,A.Beck,,Unknown,1,S.Thompson,JK.Kinney,0.5,0,,,,,,,,,0,1:34,
2025091410,4,J.Loome pass short left to K.Smiffy for 6 yards (OOB).,1,1,10,Cardinal,Light Blue,46,20,7,Even,2x2,pass,1.5,6,,zone,J.Loome,K.Smiffy,,,1,Unknown,A.Beck,0,0,S.Thompson,JK.Kinney,0,0,,,,,0,2:14,
2025091410,5,J.Loome pass short middle to J.Varela for 5 yards (C.Russell).,1,2,4,Cardinal,Light Blue,40,20,7,Even,2x2,pass,2,5,,man,J.Loome,J.Varela,,C.Russell,1,Unknown,A.Beck,1,0,M.Bromell,,0,0,S.Thompson,JK.Kinney,1,0,1,2:43,
2025091410,6,"J.Loome pass deep right to J.Varela for 35 yards, TOUCHDOWN.",1,1,10,Cardinal,Light Blue,35,20,7,Even,2x2,pass,2.5,35,,zone,J.Loome,J.Varela,,,1,M.Bromell,A.Beck,0,0,Unknown,,0.5,0,S.Thompson,JK.Kinney,0,0,0.5,3:25,
2025091410,7,(Extra Point) J.Loome pass incomplete short right to S.Brooks,1,,5,Cardinal,Light Blue,5,20,13,Even,2x2,pass,4,0,,zone,J.Loome,S.Brooks,,,0,Unknown,A.Beck,0,0,S.Thompson,JK.Kinney,1,0,,,,,1,4:24,
2025091410,8,K.Lynch pass deep right to M.Bromell for 63 yards (J.Varela),1,1,10,Light Blue,Cardinal,65,20,13,Even,2x2,pass,3,63,,zone,K.Lynch,M.Bromell,,J.Varela,1,S.Miles,J.Riley,0,0,A.Beck,S.Sonon,0,0,,,,,0,5:26,
2025091410,9,M.Bromell up the middle for 1 yard (Kneel).,1,1,2,Light Blue,Cardinal,2,20,13,Jumbo,1x1,run,,1,,zone,,,M.Bromell,,,,,,,,,,,,,,,,7:17,
2025091410,10,"M.Bromell up the middle for 1 yard, TOUCHDOWN.",1,2,1,Light Blue,Cardinal,1,20,13,Jumbo,1x1,run,,1,,zone,,,M.Bromell,,,,,,,,,,,,,,,,7:54,
2025091410,11,"(Extra Point) K. Lynch pass short middle to [Unknown], EXTRA POINT GOOD.",1,,5,Light Blue,Cardinal,5,26,13,Trips,3x1,pass,2.5,5,,zone,K.Lynch,Unknown,,,1,Unknown,J.Riley,0,0,J.Varela,S.Sonon,0,0,A.Beck,,0,0,0,8:55,
2025091410,12,J.Loome pass short right to J.Varela for 14 yards (OOB).,1,1,10,Cardinal,Light Blue,65,27,13,Even,2x2,pass,2,14,,zone,J.Loome,J.Varela,,,1,M.Bromell,A.Beck,0,0,S.Thompson,JK.Kinney,0,0,,,,,0,9:42,
2025091410,13,J.Loome pass deep right to J.Varela for 40 yards (OOB).,1,1,10,Cardinal,Light Blue,51,27,13,Even,2x2,pass,3,40,,zone,J.Loome,J.Varela,,,1,Unknown,A.Beck,0,0,S.Thompson,JK.Kinney,0,0,,,,,0,10:17,
2025091410,14,"J.Loome pass incomplete deep left to J.Varela (M. Bromell), END OF HALF. ",1,1,10,Cardinal,Light Blue,11,27,13,Even,2x2,pass,4,0,,zone,J.Loome,J.Varela,,,0,Unknown,A.Beck,0,0,S.Thompson,JK.Kinney,1,0,,,,,1,11:12,
2025091410,15,"(Kickoff) Kick by M.Bromell out of bounds at the 30 yardline, PENALTY ILLEGAL PROCEDURE, ball spotted at 35 yardline",2,,,Cardinal,Light Blue,,27,13,,,kick,,,5,,,,,,,,,,,,,,,,,,,,11:53,
2025091410,16,J.Loome pass short right to J.Varela for 9 yards (Unknown).,2,1,10,Cardinal,Light Blue,45,27,13,Even,2x2,pass,2,9,,zone,J.Loome,J.Varela,,Unknown,1,M.Bromell,A.Beck,1,0,S.Thompson,JK.Kinney,0,0,Unknown,,0,0,0,12:40,
2025091410,17,J.Loome pass short middle to C.Dunst for 24 yards (Unknown).,2,2,1,Cardinal,Light Blue,36,27,13,Even,2x2,pass,2,24,,man,J.Loome,C.Dunst,,Unknown,1,S.Thompson,A.Beck,0,0,Unknown,JK.Kinney,0,0,,,,,0,13:14,
2025091410,18,J.Loome pass short right to J.Varela for 7 yards (Unknown).,2,1,10,Cardinal,Light Blue,12,27,13,Even,2x2,pass,4,7,,zone,J.Loome,J.Varela,,Unknown,1,S.Thompson,A.Beck,0,0,Unknown,JK.Kinney,0,0,,,,,0,13:56,
2025091410,19,"J.Loome pass short middle to J.Varela for 5 yards, TOUCHDOWN.",2,2,3,Cardinal,Light Blue,5,27,13,Even,2x2,pass,3,5,,zone,J.Loome,J.Varela,,,1,S.Thompson,A.Beck,0.5,0,Unknown,JK.Kinney,0.5,0,,,,,0.5,14:33,
2025091410,20,(Two Point Attempt) J.Loome pass incomplete short middle intended for J.Varela (Unknown).,2,,10,Cardinal,Light Blue,10,27,19,Trips,3x1,pass,2,0,,zone,J.Loome,J.Varela,,,0,S.Thompson,A.Beck,1,0,M.Bromell,,1,0,Unknown,JK.Kinney,0.5,0,1,15:33,
2025091410,21,M.Bromell left tackle for 12 yards (OOB).,2,1,10,Light Blue,Cardinal,65,27,19,Jumbo,1x1,run,,12,,zone,,,M.Bromell,,,,,,,,,,,,,,,,17:34,
2025091410,22,C.Russell right tackle for 1 yard (C. Dunst).,2,1,10,Light Blue,Cardinal,53,27,19,Jumbo,1x1,run,,1,,zone,,,C.Russell,C.Dunst,,,,,,,,,,,,,,,18:16,
2025091410,23,"K.Lynch pass deep middle intended for M. Bromell INTERCEPTED by J.Varela at 40. J.Varela returned for 40 yards, TOUCHDOWN.",2,2,9,Light Blue,Cardinal,52,27,19,Jumbo,1x1,pass,4,0,,zone,K.Lynch,M.Bromell,,,0,F.Herrera,J.Riley,0,0,C.Dunst,S.Sonon,0,0,,,,,0,19:08,
2025091410,24,(Extra Point) J.Loome pass incomplete short middle intended for A.Beck (S.Thompson).,2,,5,Cardinal,Light Blue,5,27,25,Even,2x2,pass,3,0,,zone,J.Loome,A.Beck,,,0,S.Thompson,A.Beck,0,0,M.Bromell,T.Agaba,0.5,0,Unknown,,1,0,1,20:50,
2025091410,25,C.Russell right tackle for 5 yards (A.Beck).,2,1,10,Light Blue,Cardinal,65,27,25,Jumbo,1x1,run,,5,,zone,,,C.Russell,A.Beck,,,,,,,,,,,,,,,21:58,
2025091410,26,K.Lynch pass short middle to S.Sonon for 13 yards (A.Beck).,2,2,5,Light Blue,Cardinal,60,27,25,Jumbo,1x1,pass,2,13,,zone,K.Lynch,S.Sonon,,A.Beck,1,F.Herrera,J.Riley,0,0,C.Dunst,,0,0,,,,,0,22:52,
2025091410,27,M.Bromell left tackle for 5 yards (Unknown).,2,1,10,Light Blue,Cardinal,47,27,25,Jumbo,1x1,run,,5,,zone,,,M.Bromell,Unknown,,,,,,,,,,,,,,,23:38,
2025091410,28,"K.Lynch pass incomplete deep left, intended for M.Bromell.",2,2,5,Light Blue,Cardinal,42,27,25,Quad,4x0,pass,3.5,0,,zone,K.Lynch,M.Bromell,,,0,F.Herrera,J.Riley,0.5,0,C.Dunst,S.Sonon,0,0,,,,,0,24:31:00,
2025091410,29,M.Bromell up the middle for 6 yards (A.Beck).,2,3,5,Light Blue,Cardinal,42,27,25,Jumbo,1x1,run,,6,,zone,,,M.Bromell,A.Beck,,,,,,,,,,,,,,,25:14:00,
2025091410,30,K.Lynch pass short left to M.Bromell for 21 yards (J.Varela).,2,1,10,Light Blue,Cardinal,36,27,25,Jumbo,1x1,pass,3,21,,zone,K.Lynch,M.Bromell,,J.Varela,1,S.Miles,J.Riley,0.5,0,C.Dunst,S.Sonon,0,0,,,,,0,25:54:00,
2025091410,31,C.Russell up the middle for 9 yards (J.Varela),2,1,10,Light Blue,Cardinal,15,27,25,Jumbo,1x1,run,,9,,zone,,,C.Russell,J.Varela,,,,,,,,,,,,,,,26:53:00,
2025091410,32,"M.Bromell right tackle for 6 yards, TOUCHDOWN.",2,2,1,Light Blue,Cardinal,6,27,25,Jumbo,1x1,run,,6,,zone,,,M.Bromell,,,,,,,,,,,,,,,,27:42:00,
2025091410,33,"(Extra Point) K.Lynch pass short middle to C.Russell, EXTRA POINT GOOD.",2,,5,Light Blue,Cardinal,5,33,25,Dense,1x0,pass,4,5,,zone,K.Lynch,C.Russell,,,1,S.Miles,J.Riley,0,0,,,,,,,,,0,28:42:00,
2025091410,34,J.Loome pass incomplete short middle intended for T.Agaba.,2,1,10,Cardinal,Light Blue,65,34,25,Even,2x2,pass,2,0,,zone,J.Loome,T.Agaba,,,0,S.Thompson,A.Beck,0.5,0,Unknown,,0.5,0,,,,,0.5,29:37:00,
2025091410,35,J.Loome pass short middle to C.Dunst for 5 yards (Unknown).,2,2,10,Cardinal,Light Blue,65,34,25,Even,2x2,pass,2,5,,zone,J.Loome,C.Dunst,,Unknown,1,S.Thompson,A.Beck,0,0,Unknown,T.Agaba,0,0,,,,,0,30:19:00,
2025091410,36,"J.Loome pass short left intended for C.Dunst INTERCEPTED by C.Russell at 55. C.Russell returned for 25 yards, TOUCHDOWN.",2,3,5,Cardinal,Light Blue,60,34,25,Even,2x2,pass,2,0,,zone,J.Loome,C.Dunst,,,0,S.Thompson,A.Beck,0,0,Unknown,T.Agaba,0,0,,,,,0,30:49:00,
2025091410,37,"(Two Point Attempt) K.Lynch pass short middle to [Unknown] for 10 yards, TWO POINT GOOD.",2,,10,Light Blue,Cardinal,10,40,25,Quad,4x0,pass,6,10,,zone,K.Lynch,Unknown,,,1,F.Herrera,J.Riley,0,0,,,,,,,,,0,32:06:00,
2025091410,38,J.Loome pass incomplete short middle intended for J.Varela.,2,1,10,Cardinal,Light Blue,65,42,25,Even,2x2,pass,3,0,,zone,J.Loome,J.Varela,,,0,S.Thompson,T.Agaba,0.5,0,Unknown,A.Beck,0,0,,,,,0,33:02:00,
2025091410,39,J.Loome pass short left to J.Varela for 15 yards (C.Russell).,2,2,10,Cardinal,Light Blue,65,42,25,Even,2x2,pass,3,15,,zone,J.Loome,J.Varela,,C.Russell,1,S.Thompson,T.Agaba,1,0,Unknown,A.Beck,0,0,,,,,0,33:29:00,
2025091410,40,J.Loome pass short middle to J.Varela for 8 yards (Unknown).,2,1,10,Cardinal,Light Blue,50,42,25,Even,2x2,pass,2,8,,zone,J.Loome,J.Varela,,Unknown,1,S.Thompson,T.Agaba,1,0,Unknown,A.Beck,0,0,,,,,0,34:08:00,
2025091410,41,J.Loome sacked for -8 yards (S.Thompson).,2,2,2,Cardinal,Light Blue,42,42,25,Even,2x2,pass,,-8,,zone,J.Loome,,,,,S.Thompson,T.Agaba,1,1,Unknown,A.Beck,0,0,,,,,1,34:33:00,
2025091410,42,J.Loome pass incomplete deep middle intended for J.Varela.,2,3,10,Cardinal,Light Blue,50,42,25,Even,2x2,pass,3,0,,zone,J.Loome,J.Varela,,,0,Unknown,A.Beck,0,,S.Thompson,T.Agaba,1,,,,,,1,35:13:00,
2025091410,43,J.Loome pass incomplete deep left to J.Varela (Unknown). ,2,4,10,Cardinal,Light Blue,50,42,25,Even,2x2,pass,3,0,,zone,J.Loome,J.Varela,,,0,M.Bromell,A.Beck,1,,S.Thompson,T.Agaba,0,,Unknown,,1,,1,36:47:00,
2025091410,44,C.Russell up the middle for 2 yards (A.Beck).,2,1,10,Light Blue,Cardinal,30,42,25,Jumbo,1x1,run,,2,,zone,,,C.Russell,A.Beck,,,,,,,,,,,,,,,37:49:00,
2025091410,45,J.Riley up the middle for 3 yards (F.Herrera).,2,2,8,Light Blue,Cardinal,28,42,25,Jumbo,1x1,run,,3,,zone,,,J.Riley,F.Herrera,,,,,,,,,,,,,,,38:42:00,
2025091410,46,M.Bromell right tackle for 3 yards (Unknown).,2,3,5,Light Blue,Cardinal,25,42,25,Jumbo,1x1,run,,3,,zone,,,M.Bromell,Unknown,,,,,,,,,,,,,,,39:33:00,
2025091410,47,M.Bromell up the middle for -1 yards (A.Beck).,2,4,2,Light Blue,Cardinal,22,42,25,Jumbo,1x1,run,,-1,,zone,,,M.Bromell,A.Beck,,,,,,,,,,,,,,,40:20:00,
2025091410,48,J.Loome pass short middle to S.Brooks for 6 yards (Unknown).,2,1,10,Cardinal,Light Blue,57,42,25,Even,2x2,pass,2,6,,zone,J.Loome,S.Brooks,,Unknown,1,Unknown,T.Agaba,0,,S.Thompson,A.Beck,0.5,,,,,,0.5,41:07:00,
2025091410,49,J.Loome pass short middle to C.Dunst for 35 yards (Unknown).,2,2,4,Cardinal,Light Blue,51,42,25,Even,2x2,pass,2.5,35,,zone,J.Loome,C.Dunst,,Unknown,1,Unknown,T.Agaba,0,,S.Thompson,A.Beck,0,,,,,,0,41:40:00,
2025091410,50,J.Loome pass incomplete short left intended for S.Brooks.,2,1,10,Cardinal,Light Blue,16,42,25,Even,2x2,pass,3.5,0,,zone,J.Loome,S.Brooks,,,0,Unknown,T.Agaba,0,,S.Thompson,A.Beck,1,,,,,,1,43:04:00,
2025091410,51,J.Loome pass incomplete deep right intended for C.Dunst.,2,2,10,Cardinal,Light Blue,16,42,25,Even,2x2,pass,3.5,0,,zone,J.Loome,C.Dunst,,,0,Unknown,T.Agaba,0,,S.Thompson,A.Beck,0,,,,,,0,43:33:00,
2025091410,52,"J.Loome pass short middle to J.Varela for 16 yards, TOUCHDOWN.",2,3,10,Cardinal,Light Blue,16,42,25,Even,2x2,pass,3,16,,zone,J.Loome,J.Varela,,,1,Unknown,T.Agaba,0,,S.Thompson,A.Beck,1,,,,,,1,44:25:00,
2025091410,53,(Two Point Attempt) J.Loome pass incomplete deep right intended for J.Varela,2,,10,Cardinal,Light Blue,10,42,31,Even,2x2,pass,3,0,,zone,J.Loome,J.Varela,,,0,Unknown,T.Agaba,0,,M.Bromell,T.Agaba,0,,S.Thompson,A.Beck,0.5,,0.5,45:15:00,
2025091410,54,[Unknown] right tackle for 5 yards T.Agaba.,2,1,10,Light Blue,Cardinal,65,42,31,Jumbo,1x1,run,,5,,zone,,,Unknown,T.Agaba,,,,,,,,,,,,,,,46:38:00,
2025091410,55,"K.Lynch pass short middle to [Unknown] for 15 yards (J.Loome), END OF GAME.",2,2,5,Light Blue,Cardinal,60,42,31,Even,2x2,pass,6,15,,zone,K.Lynch,Unknown,,J.Loome,1,A.Beck,J.Riley,0,0,S.Miles,S.Sonon,0.5,0,,,,,0.5,47:36:00,
2025092801,1,"(Kickoff) Kick by J.Varela out of bounds at the 41 yardline, PENALTY ILLEGAL PROCEDURE, ball spotted at 36 yardline",1,,,Forest Green,Cardinal,,0,0,,,kick,,,5,,,,,,,,,,,,,,,,,,,,0:00,
2025092801,2,C.MacPherson pass short right to B.Hotchkiss for 16 yards (J.Loome).,1,1,10,Forest Green,Cardinal,36,0,0,Even,2x2,pass,6.5,16,,zone,C.MacPherson,B.Hotchkiss,,J.Loome,1,A.Peck,[FGCenter],0.5,0,,,,,,,,,0.5,1:01,
2025092801,3,"C.MacPherson pass short middle to [Unknown] for 10 yards (K.Smiffy). PENALTY OFFENSIVE HOLDING on B.Hotchkiss, 5 yards, enforced at 20 yardline - No Play",1,1,10,Forest Green,Cardinal,20,0,0,Even,2x2,pass,5.5,,-5,zone,C.MacPherson,,,,,A.Beck,[FGCenter],0,0,A.Peck,B.Hotchkiss,0.5,0,,,,,0.5,1:57,
2025092801,4,C.MacPherson pass incomplete deep middle intended for [Unknown].,1,1,15,Forest Green,Cardinal,25,0,0,Spread,2x3,pass,3,0,,zone,C.MacPherson,E.Shultz,,,0,A.Peck,[FGCenter],0,0,A.Beck,,0.5,0,,,,,0.5,3:00,
2025092801,5,C.MacPherson pass incomplete deep left intended for [Unknown].,1,2,15,Forest Green,Cardinal,25,0,0,Trips,3x1,pass,3,0,,zone,C.MacPherson,E.Shultz,,,0,A.Beck,[FGCenter],0,0,A.Peck,B.Hotchkiss,0,0,,,,,0,3:41,
2025092801,6,"C.MacPherson pass deep left to [Unknown] for 25 yards, TOUCHDOWN.",1,3,15,Forest Green,Cardinal,25,0,0,Even,2x2,pass,5,25,,zone,C.MacPherson,E.Shultz,,,1,A.Peck,[FGCenter],0,0,A.Beck,B.Hotchkiss,0.5,0,,,,,0.5,4:42,
2025092801,7,(Extra Point) C.MacPherson pass incomplete deep right intended for B.Hotchkiss,1,,5,Forest Green,Cardinal,5,6,0,Tight,1x2,pass,6,0,,zone,C.MacPherson,B.Hotchkiss,,,0,A.Beck,[FGCenter],0.5,0,A.Peck,,1,0,,,,,1,5:46,
2025092801,8,"AJ.Reust pass short middle to C.Dunst for 10 yards (Unknown). PENALTY FALSE START on A.Peck, 5 yards, enforced at the 15 yardline - No Play.",1,1,10,Cardinal,Forest Green,65,6,0,Even,2x2,pass,1,,-5,zone,AJ.Reust,,,,,B.Hotchkiss,J.Loome,0,,Unknown,,0,,Unknown,,0,,0,6:54,
2025092801,9,AJ.Reust pass deep right to J.Varela for 20 yards (C.MacPherson).,1,1,15,Cardinal,Forest Green,70,6,0,Even,2x2,pass,2,20,,zone,AJ.Reust,J.Varela,,C.MacPherson,1,D.Holt,J.Loome,0,,A.Hoyler,,0,,,,,,0,7:33,
2025092801,10,AJ.Reust pass short right to J.Varela for 8 yards (A.Hoyler).,1,1,10,Cardinal,Forest Green,50,6,0,Even,2x2,pass,2.5,8,,zone,AJ.Reust,J.Varela,,A.Hoyler,1,D.Holt,A.Beck,0,,E.Shultz,,0,,,,,,0,8:16,
2025092801,11,AJ.Reust pass incomplete short middle [D.Holt].,1,2,2,Cardinal,Forest Green,42,6,0,Even,2x2,pass,3,0,,zone,AJ.Reust,,,,0,D.Holt,A.Beck,1,,E.Shultz,,0.5,,C.Mangini,,0,,1,8:55,
2025092801,12,AJ.Reust pass short left to C.Dunst for 6 yards (Unknown).,1,3,2,Cardinal,Forest Green,42,6,0,Even,2x2,pass,1,6,,zone,AJ.Reust,C.Dunst,,C.Mangini,1,B.Hotchkiss,J.Loome,0,,,,,,,,,,0,9:31,
2025092801,13,AJ.Reust pass incomplete deep left intended for K.Smiffy.,1,1,10,Cardinal,Forest Green,36,6,0,Even,2x2,pass,1.5,0,,zone,AJ.Reust,K.Smiffy,,,0,D.Holt,A.Beck,0,,B.Hotchkiss,J.Loome,0,,[FGCenter],,0,,0,10:06,
2025092801,14,AJ.Reust pass incomplete deep left intended for C.Dunst.,1,2,10,Cardinal,Forest Green,36,6,0,Even,2x2,pass,2,0,,zone,AJ.Reust,C.Dunst,,,0,D.Holt,J.Loome,0,,A.Hoyler,,0,,,,,,0,10:47,
2025092801,15,AJ.Reust pass deep middle to A.Peck for 16 yards (C.MacPherson).,1,3,10,Cardinal,Forest Green,36,6,0,Even,2x2,pass,3,16,,zone,AJ.Reust,A.Peck,,C.MacPherson,1,D.Holt,J.Loome,0.5,,C.Mangini,A.Beck,0,,,,,,0.5,11:22,
2025092801,16,AJ.Reust pass incomplete deep middle intended for C.Dunst.,1,1,10,Cardinal,Forest Green,20,6,0,Even,2x2,pass,2,0,,zone,AJ.Reust,C.Dunst,,,0,D.Holt,J.Loome,0,,C.Mangini,A.Beck,0,,,,,,0,12:05,
2025092801,17,AJ.Reust pass short middle to C.Dunst for 6 yards (Unknown).,1,2,10,Cardinal,Forest Green,20,6,0,Even,2x2,pass,1.5,6,,zone,AJ.Reust,C.Dunst,,Unknown,1,D.Holt,J.Loome,0,,[FGCenter],A.Beck,0,,,,,,0,12:41,
2025092801,18,"AJ.Reust pass short middle to C.Dunst for 14 yards, TOUCHDOWN.",1,3,4,Cardinal,Forest Green,14,6,0,Even,2x2,pass,2,14,,zone,AJ.Reust,C.Dunst,,,1,D.Holt,J.Loome,0,,E.Shultz,A.Beck,0,,[FGCenter],,0,,0,13:17,
2025092801,19,(Extra Point) AJ.Reust pass incomplete short right intended for A.Peck.,1,,5,Cardinal,Forest Green,5,6,6,Jumbo,1x1,pass,2,0,,zone,AJ.Reust,A.Peck,,,0,D.Holt,J.Loome,0,,[FGCenter],A.Beck,0,,C.MacPherson,,1,,1,14:21,
2025092801,20,C.MacPherson pass short right to B.Hotchkiss for 25 yards (J.Varela).,1,1,10,Forest Green,Cardinal,65,6,6,Even,2x2,pass,1,25,,zone,C.MacPherson,B.Hotchkiss,,J.Varela,1,A.Beck,[FGCenter],0,0,S.Miles,,0,0,,,,,0,15:20,
2025092801,21,"C.MacPherson pass incomplete short right intended for B.Hotchkiss. PENALTY ILLEGAL FORWARD PASS on C.MacPherson, 5 yards, enforced at the 40 yardline - Loss of Down.",1,1,10,Forest Green,Cardinal,40,6,6,Even,2x2,pass,4,,-5,zone,C.MacPherson,,,,,S.Miles,[FGCenter],0.5,0,A.Beck,,1,0,,,,,1,16:17,
2025092801,22,C.MacPherson pass incomplete short right intended for [Unknown].,1,2,15,Forest Green,Cardinal,45,6,6,Even,2x2,pass,3,0,,zone,C.MacPherson,E.Shultz,,,0,S.Miles,[FGCenter],0.5,0,A.Beck,,1,0,,,,,1,17:12,
2025092801,23,C.MacPherson pass short middle to [Unknown] for 15 yards (AJ.Reust).,1,3,15,Forest Green,Cardinal,45,6,6,Even,2x2,pass,7.5,15,,man,C.MacPherson,[FGCenter],,AJ.Reust,1,A.Beck,[FGCenter],0,0,S.Miles,B.Hotchkiss,0.5,0,,,,,0.5,17:53,
2025092801,24,C.MacPherson pass short middle to B.Hotchkiss for 4 yards (K.Smiffy).,1,1,10,Forest Green,Cardinal,30,6,6,Tight,1x2,pass,2.5,4,,zone,C.MacPherson,B.Hotchkiss,,K.Smiffy,1,S.Miles,[FGCenter],0,0,A.Beck,B.Hotchkiss,0,0,,,,,0,18:57,
2025092801,25,C.MacPherson pass short left to A.Hoyler for 7 yards (JK.Kinney),1,2,6,Forest Green,Cardinal,26,6,6,Tight,1x2,pass,2.5,7,,man,C.MacPherson,A.Hoyler,,JK.Kinney,1,A.Peck,B.Hotchkiss,0.5,0,F.Herrera,,0.5,0,,,,,0.5,19:37,
2025092801,26,C.MacPherson pass deep left to [Unknown] for 18 yards (OOB).,1,1,10,Forest Green,Cardinal,19,6,6,Even,2x2,pass,5,18,,zone,C.MacPherson,D.Holt,,,1,A.Peck,B.Hotchkiss,0,0,F.Herrera,,1,0,,,,,1,20:24,
2025092801,27,"C.MacPherson pass short right to B.Hotchkiss for 1 yards, TOUCHDOWN.",1,1,1,Forest Green,Cardinal,1,6,6,Even,2x2,pass,2,1,,zone,C.MacPherson,B.Hotchkiss,,,1,A.Peck,[FGCenter],0,0,F.Herrera,,0.5,0,,,,,0.5,21:19,
2025092801,28,(Extra Point) C.MacPherson pass short right intended for D.Holt INTERCEPTED by K.Smiffy.,1,,5,Forest Green,Cardinal,5,12,6,Even,2x2,pass,3,0,,zone,C.MacPherson,D.Holt,,,0,F.Herrera,[FGCenter],1,0,A.Peck,B.Hotchkiss,0.5,0,J.Varela,,0.5,,1,22:12,
2025092801,29,"AJ.Reust pass deep right to J.Varela for 65 yards, TOUCHDOWN.",1,1,10,Cardinal,Forest Green,65,12,6,Even,2x2,pass,3,65,,zone,AJ.Reust,J.Varela,,,1,[FGCenter],JK.Kinney,0,,,,,,,,,,0,23:30,
2025092801,30,"(Extra Point) AJ.Reust left tackle for 5 yards, EXTRA POINT GOOD.",1,,5,Cardinal,Forest Green,5,12,12,Tight,2x1,run,,5,,,,,AJ.Reust,,,,,,,,,,,,,,,,24:41:00,
2025092801,31,C.MacPherson pass short left to [Unknown] for 5 yards (JK.Kinney),1,1,10,Forest Green,Cardinal,65,12,13,Tight,1x2,pass,2,5,,zone,C.MacPherson,D.Holt,,JK.Kinney,1,F.Herrera,[FGCenter],0.5,0,S.Miles,,0,0,,,,,0.5,25:41:00,
2025092801,32,C.MacPherson pass short left to [Unknown] for 47 yards (J.Varela).,1,2,5,Forest Green,Cardinal,60,12,13,Even,2x2,pass,4,47,,man,C.MacPherson,[FGCenter],,J.Varela,1,F.Herrera,B.Hotchkiss,0,0,S.Miles,,0.5,0,,,,,0.5,26:26:00,
2025092801,33,C.MacPherson pass short left to [Unknown] for 10 yards (OOB).,1,1,10,Forest Green,Cardinal,13,12,13,Dense,1x0,pass,3,10,,man,C.MacPherson,E.Shultz,,,1,S.Miles,[FGCenter],0.5,0,F.Herrera,B.Hotchkiss,0,0,,,,,0.5,27:42:00,
2025092801,34,B.Hotchkiss up the middle for -2 yards (S.Miles).,1,1,3,Forest Green,Cardinal,3,12,13,Tight,2x1,run,,-2,,,,,B.Hotchkiss,S.Miles,,,,,,,,,,,,,,,28:46:00,
2025092801,35,C.MacPherson pass short right to A.Hoyler for 3 yards (J.Varela).,1,2,5,Forest Green,Cardinal,5,12,13,Gun,0x2,pass,2,3,,zone,C.MacPherson,A.Hoyler,,J.Varela,1,F.Herrera,,0.5,0,S.Miles,,0,0,,,,,0.5,29:31:00,
2025092801,36,C.MacPherson up the middle for 1 yards (S.Miles).,1,3,2,Forest Green,Cardinal,2,12,13,Jumbo XL,0x0,run,,1,,,,,C.MacPherson,S.Miles,,,,,,,,,,,,,,,30:17:00,
2025092801,37,"C.MacPherson up the middle for 1 yards, TOUCHDOWN.",1,4,1,Forest Green,Cardinal,1,12,13,Dense,1x0,run,,1,,,,,C.MacPherson,,,,,,,,,,,,,,,,31:40:00,
2025092801,38,"(Extra Point) C.MacPherson pass short left to [Unknown] for 5 yards, EXTRA POINT GOOD.",1,,5,Forest Green,Cardinal,5,18,13,Even,2x2,pass,2,5,,zone,C.MacPherson,E.Shultz,,,1,F.Herrera,[FGCenter],0.5,0,S.Miles,V.Jones,0,0,,,,,0.5,32:34:00,
2025092801,39,AJ.Reust pass deep middle to C.Dunst for 17 yards (C.MacPherson).,1,1,10,Cardinal,Forest Green,65,19,13,Even,2x2,pass,2,17,,zone,AJ.Reust,C.Dunst,,C.MacPherson,1,D.Holt,JK.Kinney,0,,[FGCenter],A.Beck,0,,,,,,0,33:59:00,
2025092801,40,AJ.Reust pass deep left to C.Dunst for 23 yards (A.Hoyler).,1,1,10,Cardinal,Forest Green,48,19,13,Even,2x2,pass,2.5,23,,zone,AJ.Reust,C.Dunst,,A.Hoyler,1,D.Holt,JK.Kinney,0,,[FGCenter],A.Beck,0,,,,,,0,34:26:00,
2025092801,41,"AJ.Reust pass deep middle to J.Varela for 25 yards, TOUCHDOWN.",1,1,10,Cardinal,Forest Green,25,19,13,Even,2x2,pass,6,25,,zone,AJ.Reust,J.Varela,,,1,D.Holt,JK.Kinney,0,,,A.Beck,0,,,,,,0,34:53:00,
2025092801,42,"(Extra Point) AJ.Reust pass short right to C.Dunst for 5 yards, EXTRA POINT GOOD, END OF HALF.",1,,5,Cardinal,Forest Green,5,19,19,Trips,3x1,pass,4.5,5,,zone,AJ.Reust,C.Dunst,,,1,D.Holt,A.Beck,0.5,,[FGCenter],JK.Kinney,0,,,,,,0.5,34:54:00,
